sample_id,split,storm_id,season
DEMO-0004_2016-05-15T18_00_00.000000,train,DEMO-0004,2016
DEMO-0004_2016-05-16T00_00_00.000000,train,DEMO-0004,2016
DEMO-0004_2016-05-16T06_00_00.000000,train,DEMO-0004,2016
DEMO-0004_2016-05-16T12_00_00.000000,train,DEMO-0004,2016
DEMO-0004_2016-05-16T18_00_00.000000,train,DEMO-0004,2016
DEMO-0004_2016-05-17T00_00_00.000000,train,DEMO-0004,2016
DEMO-0004_2016-05-17T06_00_00.000000,train,DEMO-0004,2016
DEMO-0004_2016-05-17T12_00_00.000000,train,DEMO-0004,2016
DEMO-0004_2016-05-17T18_00_00.000000,train,DEMO-0004,2016
DEMO-0004_2016-05-18T00_00_00.000000,train,DEMO-0004,2016
DEMO-0004_2016-05-18T06_00_00.000000,train,DEMO-0004,2016
DEMO-0004_2016-05-18T12_00_00.000000,train,DEMO-0004,2016
DEMO-0004_2016-05-18T18_00_00.000000,train,DEMO-0004,2016
DEMO-0004_2016-05-19T00_00_00.000000,train,DEMO-0004,2016
DEMO-0004_2016-05-19T06_00_00.000000,train,DEMO-0004,2016
DEMO-0004_2016-05-19T12_00_00.000000,train,DEMO-0004,2016
DEMO-0004_2016-05-19T18_00_00.000000,train,DEMO-0004,2016
DEMO-0004_2016-05-20T00_00_00.000000,train,DEMO-0004,2016
DEMO-0004_2016-05-20T06_00_00.000000,train,DEMO-0004,2016
DEMO-0004_2016-05-20T12_00_00.000000,train,DEMO-0004,2016
DEMO-0004_2016-05-20T18_00_00.000000,train,DEMO-0004,2016
DEMO-0005_2017-06-15T12_00_00.000000,train,DEMO-0005,2017
DEMO-0005_2017-06-15T18_00_00.000000,train,DEMO-0005,2017
DEMO-0005_2017-06-16T00_00_00.000000,train,DEMO-0005,2017
DEMO-0005_2017-06-16T06_00_00.000000,train,DEMO-0005,2017
DEMO-0005_2017-06-16T12_00_00.000000,train,DEMO-0005,2017
DEMO-0005_2017-06-16T18_00_00.000000,train,DEMO-0005,2017
DEMO-0005_2017-06-17T00_00_00.000000,train,DEMO-0005,2017
DEMO-0005_2017-06-17T06_00_00.000000,train,DEMO-0005,2017
DEMO-0005_2017-06-17T12_00_00.000000,train,DEMO-0005,2017
DEMO-0005_2017-06-17T18_00_00.000000,train,DEMO-0005,2017
DEMO-0005_2017-06-18T00_00_00.000000,train,DEMO-0005,2017
DEMO-0005_2017-06-18T06_00_00.000000,train,DEMO-0005,2017
DEMO-0005_2017-06-18T12_00_00.000000,train,DEMO-0005,2017
DEMO-0005_2017-06-18T18_00_00.000000,train,DEMO-0005,2017
DEMO-0005_2017-06-19T00_00_00.000000,train,DEMO-0005,2017
DEMO-0005_2017-06-19T06_00_00.000000,train,DEMO-0005,2017
DEMO-0005_2017-06-19T12_00_00.000000,train,DEMO-0005,2017
DEMO-0005_2017-06-19T18_00_00.000000,train,DEMO-0005,2017
DEMO-0005_2017-06-20T00_00_00.000000,train,DEMO-0005,2017
DEMO-0005_2017-06-20T06_00_00.000000,train,DEMO-0005,2017
DEMO-0005_2017-06-20T12_00_00.000000,train,DEMO-0005,2017
DEMO-0005_2017-06-20T18_00_00.000000,train,DEMO-0005,2017
DEMO-0005_2017-06-21T00_00_00.000000,train,DEMO-0005,2017
DEMO-0005_2017-06-21T06_00_00.000000,train,DEMO-0005,2017
DEMO-0005_2017-06-21T12_00_00.000000,train,DEMO-0005,2017
DEMO-0005_2017-06-21T18_00_00.000000,train,DEMO-0005,2017
DEMO-0005_2017-06-22T00_00_00.000000,train,DEMO-0005,2017
DEMO-0005_2017-06-22T06_00_00.000000,train,DEMO-0005,2017
DEMO-0005_2017-06-22T12_00_00.000000,train,DEMO-0005,2017
DEMO-0005_2017-06-22T18_00_00.000000,train,DEMO-0005,2017
DEMO-0006_2018-06-04T12_00_00.000000,train,DEMO-0006,2018
DEMO-0006_2018-06-04T18_00_00.000000,train,DEMO-0006,2018
DEMO-0006_2018-06-05T00_00_00.000000,train,DEMO-0006,2018
DEMO-0006_2018-06-05T06_00_00.000000,train,DEMO-0006,2018
DEMO-0006_2018-06-05T12_00_00.000000,train,DEMO-0006,2018
DEMO-0006_2018-06-05T18_00_00.000000,train,DEMO-0006,2018
DEMO-0006_2018-06-06T00_00_00.000000,train,DEMO-0006,2018
DEMO-0006_2018-06-06T06_00_00.000000,train,DEMO-0006,2018
DEMO-0006_2018-06-06T12_00_00.000000,train,DEMO-0006,2018
DEMO-0006_2018-06-06T18_00_00.000000,train,DEMO-0006,2018
DEMO-0006_2018-06-07T00_00_00.000000,train,DEMO-0006,2018
DEMO-0006_2018-06-07T06_00_00.000000,train,DEMO-0006,2018
DEMO-0006_2018-06-07T12_00_00.000000,train,DEMO-0006,2018
DEMO-0006_2018-06-07T18_00_00.000000,train,DEMO-0006,2018
DEMO-0006_2018-06-08T00_00_00.000000,train,DEMO-0006,2018
DEMO-0006_2018-06-08T06_00_00.000000,train,DEMO-0006,2018
DEMO-0006_2018-06-08T12_00_00.000000,train,DEMO-0006,2018
DEMO-0006_2018-06-08T18_00_00.000000,train,DEMO-0006,2018
DEMO-0006_2018-06-09T00_00_00.000000,train,DEMO-0006,2018
DEMO-0006_2018-06-09T06_00_00.000000,train,DEMO-0006,2018
DEMO-0006_2018-06-09T12_00_00.000000,train,DEMO-0006,2018
DEMO-0006_2018-06-09T18_00_00.000000,train,DEMO-0006,2018
DEMO-0006_2018-06-10T00_00_00.000000,train,DEMO-0006,2018
DEMO-0006_2018-06-10T06_00_00.000000,train,DEMO-0006,2018
DEMO-0006_2018-06-10T12_00_00.000000,train,DEMO-0006,2018
DEMO-0006_2018-06-10T18_00_00.000000,train,DEMO-0006,2018
DEMO-0006_2018-06-11T00_00_00.000000,train,DEMO-0006,2018
DEMO-0006_2018-06-11T06_00_00.000000,train,DEMO-0006,2018
DEMO-0006_2018-06-11T12_00_00.000000,train,DEMO-0006,2018
DEMO-0006_2018-06-11T18_00_00.000000,train,DEMO-0006,2018
DEMO-0012_2012-11-06T12_00_00.000000,train,DEMO-0012,2012
DEMO-0012_2012-11-06T18_00_00.000000,train,DEMO-0012,2012
DEMO-0012_2012-11-07T00_00_00.000000,train,DEMO-0012,2012
DEMO-0012_2012-11-07T06_00_00.000000,train,DEMO-0012,2012
DEMO-0012_2012-11-07T12_00_00.000000,train,DEMO-0012,2012
DEMO-0012_2012-11-07T18_00_00.000000,train,DEMO-0012,2012
DEMO-0012_2012-11-08T00_00_00.000000,train,DEMO-0012,2012
DEMO-0012_2012-11-08T06_00_00.000000,train,DEMO-0012,2012
DEMO-0012_2012-11-08T12_00_00.000000,train,DEMO-0012,2012
DEMO-0012_2012-11-08T18_00_00.000000,train,DEMO-0012,2012
DEMO-0012_2012-11-09T00_00_00.000000,train,DEMO-0012,2012
DEMO-0012_2012-11-09T06_00_00.000000,train,DEMO-0012,2012
DEMO-0012_2012-11-09T12_00_00.000000,train,DEMO-0012,2012
DEMO-0012_2012-11-09T18_00_00.000000,train,DEMO-0012,2012
DEMO-0012_2012-11-10T00_00_00.000000,train,DEMO-0012,2012
DEMO-0012_2012-11-10T06_00_00.000000,train,DEMO-0012,2012
DEMO-0012_2012-11-10T12_00_00.000000,train,DEMO-0012,2012
DEMO-0012_2012-11-10T18_00_00.000000,train,DEMO-0012,2012
DEMO-0012_2012-11-11T00_00_00.000000,train,DEMO-0012,2012
DEMO-0012_2012-11-11T06_00_00.000000,train,DEMO-0012,2012
DEMO-0012_2012-11-11T12_00_00.000000,train,DEMO-0012,2012
DEMO-0012_2012-11-11T18_00_00.000000,train,DEMO-0012,2012
DEMO-0012_2012-11-12T00_00_00.000000,train,DEMO-0012,2012
DEMO-0012_2012-11-12T06_00_00.000000,train,DEMO-0012,2012
DEMO-0012_2012-11-12T12_00_00.000000,train,DEMO-0012,2012
DEMO-0012_2012-11-12T18_00_00.000000,train,DEMO-0012,2012
DEMO-0012_2012-11-13T00_00_00.000000,train,DEMO-0012,2012
DEMO-0012_2012-11-13T06_00_00.000000,train,DEMO-0012,2012
DEMO-0012_2012-11-13T12_00_00.000000,train,DEMO-0012,2012
DEMO-0012_2012-11-13T18_00_00.000000,train,DEMO-0012,2012
DEMO-0013_2013-06-15T12_00_00.000000,train,DEMO-0013,2013
DEMO-0013_2013-06-15T18_00_00.000000,train,DEMO-0013,2013
DEMO-0013_2013-06-16T00_00_00.000000,train,DEMO-0013,2013
DEMO-0013_2013-06-16T06_00_00.000000,train,DEMO-0013,2013
DEMO-0013_2013-06-16T12_00_00.000000,train,DEMO-0013,2013
DEMO-0013_2013-06-16T18_00_00.000000,train,DEMO-0013,2013
DEMO-0013_2013-06-17T00_00_00.000000,train,DEMO-0013,2013
DEMO-0013_2013-06-17T06_00_00.000000,train,DEMO-0013,2013
DEMO-0013_2013-06-17T12_00_00.000000,train,DEMO-0013,2013
DEMO-0013_2013-06-17T18_00_00.000000,train,DEMO-0013,2013
DEMO-0013_2013-06-18T00_00_00.000000,train,DEMO-0013,2013
DEMO-0013_2013-06-18T06_00_00.000000,train,DEMO-0013,2013
DEMO-0013_2013-06-18T12_00_00.000000,train,DEMO-0013,2013
DEMO-0013_2013-06-18T18_00_00.000000,train,DEMO-0013,2013
DEMO-0013_2013-06-19T00_00_00.000000,train,DEMO-0013,2013
DEMO-0013_2013-06-19T06_00_00.000000,train,DEMO-0013,2013
DEMO-0013_2013-06-19T12_00_00.000000,train,DEMO-0013,2013
DEMO-0013_2013-06-19T18_00_00.000000,train,DEMO-0013,2013
DEMO-0013_2013-06-20T00_00_00.000000,train,DEMO-0013,2013
DEMO-0013_2013-06-20T06_00_00.000000,train,DEMO-0013,2013
DEMO-0013_2013-06-20T12_00_00.000000,train,DEMO-0013,2013
DEMO-0013_2013-06-20T18_00_00.000000,train,DEMO-0013,2013
DEMO-0013_2013-06-21T00_00_00.000000,train,DEMO-0013,2013
DEMO-0013_2013-06-21T06_00_00.000000,train,DEMO-0013,2013
DEMO-0013_2013-06-21T12_00_00.000000,train,DEMO-0013,2013
DEMO-0013_2013-06-21T18_00_00.000000,train,DEMO-0013,2013
DEMO-0013_2013-06-22T00_00_00.000000,train,DEMO-0013,2013
DEMO-0013_2013-06-22T06_00_00.000000,train,DEMO-0013,2013
DEMO-0013_2013-06-22T12_00_00.000000,train,DEMO-0013,2013
DEMO-0013_2013-06-22T18_00_00.000000,train,DEMO-0013,2013
DEMO-0014_2014-11-14T12_00_00.000000,train,DEMO-0014,2014
DEMO-0014_2014-11-14T18_00_00.000000,train,DEMO-0014,2014
DEMO-0014_2014-11-15T00_00_00.000000,train,DEMO-0014,2014
DEMO-0014_2014-11-15T06_00_00.000000,train,DEMO-0014,2014
DEMO-0014_2014-11-15T12_00_00.000000,train,DEMO-0014,2014
DEMO-0014_2014-11-15T18_00_00.000000,train,DEMO-0014,2014
DEMO-0014_2014-11-16T00_00_00.000000,train,DEMO-0014,2014
DEMO-0014_2014-11-16T06_00_00.000000,train,DEMO-0014,2014
DEMO-0014_2014-11-16T12_00_00.000000,train,DEMO-0014,2014
DEMO-0014_2014-11-16T18_00_00.000000,train,DEMO-0014,2014
DEMO-0014_2014-11-17T00_00_00.000000,train,DEMO-0014,2014
DEMO-0014_2014-11-17T06_00_00.000000,train,DEMO-0014,2014
DEMO-0014_2014-11-17T12_00_00.000000,train,DEMO-0014,2014
DEMO-0014_2014-11-17T18_00_00.000000,train,DEMO-0014,2014
DEMO-0014_2014-11-18T00_00_00.000000,train,DEMO-0014,2014
DEMO-0014_2014-11-18T06_00_00.000000,train,DEMO-0014,2014
DEMO-0014_2014-11-18T12_00_00.000000,train,DEMO-0014,2014
DEMO-0014_2014-11-18T18_00_00.000000,train,DEMO-0014,2014
DEMO-0014_2014-11-19T00_00_00.000000,train,DEMO-0014,2014
DEMO-0014_2014-11-19T06_00_00.000000,train,DEMO-0014,2014
DEMO-0014_2014-11-19T12_00_00.000000,train,DEMO-0014,2014
DEMO-0014_2014-11-19T18_00_00.000000,train,DEMO-0014,2014
DEMO-0014_2014-11-20T00_00_00.000000,train,DEMO-0014,2014
DEMO-0014_2014-11-20T06_00_00.000000,train,DEMO-0014,2014
DEMO-0014_2014-11-20T12_00_00.000000,train,DEMO-0014,2014
DEMO-0014_2014-11-20T18_00_00.000000,train,DEMO-0014,2014
DEMO-0014_2014-11-21T00_00_00.000000,train,DEMO-0014,2014
DEMO-0014_2014-11-21T06_00_00.000000,train,DEMO-0014,2014
DEMO-0014_2014-11-21T12_00_00.000000,train,DEMO-0014,2014
DEMO-0014_2014-11-21T18_00_00.000000,train,DEMO-0014,2014
neg_07ff3aba,train,negative,n/a
neg_0c22ac88,train,negative,n/a
neg_127b2c8f,train,negative,n/a
neg_163340a4,train,negative,n/a
neg_1bd226cf,train,negative,n/a
neg_2e604a46,train,negative,n/a
neg_38bf5c1b,train,negative,n/a
neg_47d5ae02,train,negative,n/a
neg_4cd6a6fb,train,negative,n/a
neg_52216f18,train,negative,n/a
neg_5666c283,train,negative,n/a
neg_5bd99c71,train,negative,n/a
neg_5cb220d3,train,negative,n/a
neg_644e0795,train,negative,n/a
neg_6d704e26,train,negative,n/a
neg_7f22e3e5,train,negative,n/a
neg_8e78ffbd,train,negative,n/a
neg_92ef51f8,train,negative,n/a
neg_95055b11,train,negative,n/a
neg_a4f11a92,train,negative,n/a
neg_a7502a6a,train,negative,n/a
neg_b39cf510,train,negative,n/a
neg_b95877f3,train,negative,n/a
neg_c5fc7e99,train,negative,n/a
neg_e3cc4a85,train,negative,n/a
neg_e83705dd,train,negative,n/a
neg_e86061cb,train,negative,n/a
neg_f442369f,train,negative,n/a
neg_fc526ca3,train,negative,n/a
neg_fe1e40ea,train,negative,n/a
